ICD-9 code 1,ICD-9 code 2,Shared SNP associations,ICD-9 code 1 description,ICD-9 code 2 description,ICD-9 code category 1,ICD-9 code category 2
381.81,585.3,1,DYSFUNCTION OF EUSTACHIAN TUBE,"CHRONIC KIDNEY DISEASE, STAGE III (MODERATE)",Ent_and_Eye_Disorders,Genitourinary_Disorders
627.2,710.2,1,SYMPTOMATIC MENOPAUSAL OR FEMALE CLIMACTERIC STATES,SICCA SYNDROME,Gynecological_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
274.9,333.1,1,"GOUT, UNSPECIFIED",ESSENTIAL AND OTHER SPECIFIED FORMS OF TREMOR,Other_Nutritional_Disorders,Neurological_Disorders
268.9,272.2,1,UNSPECIFIED VITAMIN D DEFICIENCY,MIXED HYPERLIPIDEMIA,Late_Effects_of_Ricketts,Other_Nutritional_Disorders
268.9,599.0,1,UNSPECIFIED VITAMIN D DEFICIENCY,"URINARY TRACT INFECTION, SITE NOT SPECIFIED",Late_Effects_of_Ricketts,Genitourinary_Disorders
289.81,428.32,1,PRIMARY HYPERCOAGULABLE STATE,CHRONIC DIASTOLIC HEART FAILURE,Other_Hematologic_Disorders,Cardiovascular_Disorders
53.9,401.9,1,HERPES ZOSTER WITHOUT MENTION OF COMPLICATION,UNSPECIFIED ESSENTIAL HYPERTENSION,Infectious_Disorders,Cardiovascular_Disorders
366.1,719.46,1,"SENILE CATARACT, UNSPECIFIED","PAIN IN JOINT, LOWER LEG",Ent_and_Eye_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
340.0,692.9,2,MULTIPLE SCLEROSIS,"CONTACT DERMATITIS AND OTHER ECZEMA, DUE TO UNSPECIFIED CAUSE",Neurological_Disorders,Other_Skin_and_Subcutaneous_Disorders
274.9,780.79,1,"GOUT, UNSPECIFIED",OTHER MALAISE AND FATIGUE,Other_Nutritional_Disorders,Neurological_Disorders
272.4,477.9,1,OTHER AND UNSPECIFIED HYPERLIPIDEMIA,"ALLERGIC RHINITIS, CAUSE UNSPECIFIED",Other_Nutritional_Disorders,Ent_and_Eye_Disorders
272.4,780.4,1,OTHER AND UNSPECIFIED HYPERLIPIDEMIA,DIZZINESS AND GIDDINESS,Other_Nutritional_Disorders,Neurological_Disorders
289.81,459.81,1,PRIMARY HYPERCOAGULABLE STATE,UNSPECIFIED VENOUS (PERIPHERAL) INSUFFICIENCY,Other_Hematologic_Disorders,Other_Cardiovascular_Disorders
379.21,579.3,1,VITREOUS DEGENERATION,OTHER AND UNSPECIFIED POSTSURGICAL NONABSORPTION,Ent_and_Eye_Disorders,Other_Digestive_System_Disorders
366.1,708.9,1,"SENILE CATARACT, UNSPECIFIED","URTICARIA, UNSPECIFIED",Ent_and_Eye_Disorders,Other_Skin_and_Subcutaneous_Disorders
272.1,496.0,1,PURE HYPERGLYCERIDEMIA,"CHRONIC AIRWAY OBSTRUCTION, NOT ELSEWHERE CLASSIFIED",Other_Nutritional_Disorders,Respiratory_Disorders
332.0,401.9,1,PARALYSIS AGITANS,UNSPECIFIED ESSENTIAL HYPERTENSION,Neurological_Disorders,Cardiovascular_Disorders
574.2,696.1,1,CALCULUS OF GALLBLADDER WITHOUT MENTION OF CHOLECYSTITIS OR OBSTRUCTION,OTHER PSORIASIS,Digestive_System_Disorders,Other_Skin_and_Subcutaneous_Disorders
367.9,627.2,1,UNSPECIFIED DISORDER OF REFRACTION AND ACCOMMODATION,SYMPTOMATIC MENOPAUSAL OR FEMALE CLIMACTERIC STATES,Ent_and_Eye_Disorders,Gynecological_Disorders
250.0,706.1,2,"TYPE II OR UNSPECIFIED TYPE DIABETES MELLITUS WITHOUT MENTION OF COMPLICATION, NOT STATED AS UNCONTROLLED",OTHER ACNE,Endocrine_Disorders,Other_Skin_and_Subcutaneous_Disorders
696.1,715.98,2,OTHER PSORIASIS,"OSTEOARTHROSIS, UNSPECIFIED WHETHER GENERALIZED OR LOCALIZED, OTHER SPECIFIED SITES",Other_Skin_and_Subcutaneous_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
333.94,367.4,1,RESTLESS LEGS SYNDROME (RLS),PRESBYOPIA,Neurological_Disorders,Ent_and_Eye_Disorders
470.0,702.0,1,DEVIATED NASAL SEPTUM,ACTINIC KERATOSIS,Ent_and_Eye_Disorders,Skin_and_Subcutaneous_Disorders
289.81,427.32,1,PRIMARY HYPERCOAGULABLE STATE,ATRIAL FLUTTER,Other_Hematologic_Disorders,Cardiovascular_Disorders
242.0,790.4,1,TOXIC DIFFUSE GOITER WITHOUT MENTION OF THYROTOXIC CRISIS OR STORM,NONSPECIFIC ELEVATION OF LEVELS OF TRANSAMINASE OR LACTIC ACID DEHYDROGENASE (LDH),Endocrine_Disorders,Nonspecific_Abnormal_Findings
269.2,579.3,1,UNSPECIFIED VITAMIN DEFICIENCY,OTHER AND UNSPECIFIED POSTSURGICAL NONABSORPTION,Nutritional_Disorders,Other_Digestive_System_Disorders
272.4,373.0,1,OTHER AND UNSPECIFIED HYPERLIPIDEMIA,"BLEPHARITIS, UNSPECIFIED",Other_Nutritional_Disorders,Ent_and_Eye_Disorders
721.3,780.57,1,LUMBOSACRAL SPONDYLOSIS WITHOUT MYELOPATHY,UNSPECIFIED SLEEP APNEA,Musculoskeletal_and_Connective_Tissue_Disorders,Neurological_Disorders
461.9,496.0,1,"ACUTE SINUSITIS, UNSPECIFIED","CHRONIC AIRWAY OBSTRUCTION, NOT ELSEWHERE CLASSIFIED",Infectious_Disorders,Respiratory_Disorders
702.0,720.2,1,ACTINIC KERATOSIS,"SACROILIITIS, NOT ELSEWHERE CLASSIFIED",Skin_and_Subcutaneous_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
250.6,268.9,1,"TYPE II OR UNSPECIFIED TYPE DIABETES MELLITUS WITH NEUROLOGICAL MANIFESTATIONS, NOT STATED AS UNCONTROLLED",UNSPECIFIED VITAMIN D DEFICIENCY,Endocrine_Disorders,Late_Effects_of_Ricketts
427.89,579.3,1,OTHER SPECIFIED CARDIAC DYSRHYTHMIAS,OTHER AND UNSPECIFIED POSTSURGICAL NONABSORPTION,Cardiovascular_Disorders,Other_Digestive_System_Disorders
272.4,440.9,1,OTHER AND UNSPECIFIED HYPERLIPIDEMIA,GENERALIZED AND UNSPECIFIED ATHEROSCLEROSIS,Other_Nutritional_Disorders,Cardiovascular_Disorders
278.01,599.7,1,MORBID OBESITY,"HEMATURIA, UNSPECIFIED",Nutritional_Disorders,Genitourinary_Disorders
702.19,780.57,1,OTHER SEBORRHEIC KERATOSIS,UNSPECIFIED SLEEP APNEA,Skin_and_Subcutaneous_Disorders,Neurological_Disorders
250.0,401.9,4,"TYPE II OR UNSPECIFIED TYPE DIABETES MELLITUS WITHOUT MENTION OF COMPLICATION, NOT STATED AS UNCONTROLLED",UNSPECIFIED ESSENTIAL HYPERTENSION,Endocrine_Disorders,Cardiovascular_Disorders
272.4,424.9,1,OTHER AND UNSPECIFIED HYPERLIPIDEMIA,"ENDOCARDITIS, VALVE UNSPECIFIED, UNSPECIFIED CAUSE",Other_Nutritional_Disorders,Cardiovascular_Disorders
274.9,466.0,1,"GOUT, UNSPECIFIED",ACUTE BRONCHITIS,Other_Nutritional_Disorders,Infectious_Disorders
250.0,300.02,1,"TYPE II OR UNSPECIFIED TYPE DIABETES MELLITUS WITHOUT MENTION OF COMPLICATION, NOT STATED AS UNCONTROLLED",GENERALIZED ANXIETY DISORDER,Endocrine_Disorders,Psychiatric_Disorders
241.0,714.0,1,NONTOXIC UNINODULAR GOITER,RHEUMATOID ARTHRITIS,Endocrine_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
272.4,296.8,1,OTHER AND UNSPECIFIED HYPERLIPIDEMIA,"BIPOLAR DISORDER, UNSPECIFIED",Other_Nutritional_Disorders,Psychiatric_Disorders
278.01,781.2,1,MORBID OBESITY,ABNORMALITY OF GAIT,Nutritional_Disorders,Neurological_Disorders
362.52,627.2,1,EXUDATIVE SENILE MACULAR DEGENERATION OF RETINA,SYMPTOMATIC MENOPAUSAL OR FEMALE CLIMACTERIC STATES,Ent_and_Eye_Disorders,Gynecological_Disorders
289.81,724.5,1,PRIMARY HYPERCOAGULABLE STATE,"BACKACHE, UNSPECIFIED",Other_Hematologic_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
250.01,695.3,4,"TYPE I (JUVENILE TYPE) DIABETES MELLITUS WITHOUT MENTION OF COMPLICATION, NOT STATED AS UNCONTROLLED",ROSACEA,Endocrine_Disorders,Other_Skin_and_Subcutaneous_Disorders
441.4,627.2,1,ABDOMINAL ANEURYSM WITHOUT MENTION OF RUPTURE,SYMPTOMATIC MENOPAUSAL OR FEMALE CLIMACTERIC STATES,Other_Cardiovascular_Disorders,Gynecological_Disorders
278.01,411.1,1,MORBID OBESITY,INTERMEDIATE CORONARY SYNDROME,Nutritional_Disorders,Cardiovascular_Disorders
278.01,427.1,1,MORBID OBESITY,PAROXYSMAL VENTRICULAR TACHYCARDIA,Nutritional_Disorders,Cardiovascular_Disorders
465.9,579.3,1,ACUTE UPPER RESPIRATORY INFECTIONS OF UNSPECIFIED SITE,OTHER AND UNSPECIFIED POSTSURGICAL NONABSORPTION,Infectious_Disorders,Other_Digestive_System_Disorders
289.81,782.1,1,PRIMARY HYPERCOAGULABLE STATE,RASH AND OTHER NONSPECIFIC SKIN ERUPTION,Other_Hematologic_Disorders,Other_Skin_and_Subcutaneous_Disorders
410.9,702.0,1,"ACUTE MYOCARDIAL INFARCTION, UNSPECIFIED SITE, EPISODE OF CARE UNSPECIFIED",ACTINIC KERATOSIS,Cardiovascular_Disorders,Skin_and_Subcutaneous_Disorders
278.01,553.3,1,MORBID OBESITY,DIAPHRAGMATIC HERNIA WITHOUT MENTION OF OBSTRUCTION OR GANGRENE,Nutritional_Disorders,Digestive_System_Disorders
278.01,701.9,1,MORBID OBESITY,UNSPECIFIED HYPERTROPHIC AND ATROPHIC CONDITION OF SKIN,Nutritional_Disorders,Skin_and_Subcutaneous_Disorders
250.0,794.8,2,"TYPE II OR UNSPECIFIED TYPE DIABETES MELLITUS WITHOUT MENTION OF COMPLICATION, NOT STATED AS UNCONTROLLED",NONSPECIFIC ABNORMAL RESULTS OF LIVER FUNCTION STUDY,Endocrine_Disorders,Nonspecific_Abnormal_Findings
268.9,786.09,1,UNSPECIFIED VITAMIN D DEFICIENCY,OTHER DYSPNEA AND RESPIRATORY ABNORMALITY,Late_Effects_of_Ricketts,Cardiovascular_Disorders
289.81,790.21,1,PRIMARY HYPERCOAGULABLE STATE,IMPAIRED FASTING GLUCOSE,Other_Hematologic_Disorders,Nonspecific_Abnormal_Findings
272.4,715.16,1,OTHER AND UNSPECIFIED HYPERLIPIDEMIA,"PRIMARY LOCALIZED OSTEOARTHROSIS, LOWER LEG",Other_Nutritional_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
413.9,579.3,1,OTHER AND UNSPECIFIED ANGINA PECTORIS,OTHER AND UNSPECIFIED POSTSURGICAL NONABSORPTION,Cardiovascular_Disorders,Other_Digestive_System_Disorders
414.0,790.21,1,"CORONARY ATHEROSCLEROSIS OF UNSPECIFIED TYPE OF VESSEL, NATIVE OR GRAFT",IMPAIRED FASTING GLUCOSE,Cardiovascular_Disorders,Nonspecific_Abnormal_Findings
244.9,357.4,2,UNSPECIFIED HYPOTHYROIDISM,POLYNEUROPATHY IN OTHER DISEASES CLASSIFIED ELSEWHERE,Endocrine_Disorders,Neurological_Disorders
272.4,414.01,2,OTHER AND UNSPECIFIED HYPERLIPIDEMIA,CORONARY ATHEROSCLEROSIS OF NATIVE CORONARY ARTERY,Other_Nutritional_Disorders,Cardiovascular_Disorders
696.1,702.11,2,OTHER PSORIASIS,INFLAMED SEBORRHEIC KERATOSIS,Other_Skin_and_Subcutaneous_Disorders,Skin_and_Subcutaneous_Disorders
272.4,785.1,1,OTHER AND UNSPECIFIED HYPERLIPIDEMIA,PALPITATIONS,Other_Nutritional_Disorders,Cardiovascular_Disorders
305.1,381.81,1,TOBACCO USE DISORDER,DYSFUNCTION OF EUSTACHIAN TUBE,Substance_Abuse,Ent_and_Eye_Disorders
242.9,244.9,2,"THYROTOXICOSIS WITHOUT MENTION OF GOITER OR OTHER CAUSE, WITHOUT MENTION OF THYROTOXIC CRISIS OR STORM",UNSPECIFIED HYPOTHYROIDISM,Endocrine_Disorders,Endocrine_Disorders
579.3,599.0,1,OTHER AND UNSPECIFIED POSTSURGICAL NONABSORPTION,"URINARY TRACT INFECTION, SITE NOT SPECIFIED",Other_Digestive_System_Disorders,Genitourinary_Disorders
357.2,696.1,2,POLYNEUROPATHY IN DIABETES,OTHER PSORIASIS,Neurological_Disorders,Other_Skin_and_Subcutaneous_Disorders
340.0,428.22,1,MULTIPLE SCLEROSIS,CHRONIC SYSTOLIC HEART FAILURE,Neurological_Disorders,Cardiovascular_Disorders
272.4,788.43,1,OTHER AND UNSPECIFIED HYPERLIPIDEMIA,NOCTURIA,Other_Nutritional_Disorders,Other_Genitourinary_Disorders
338.29,414.0,1,OTHER CHRONIC PAIN,"CORONARY ATHEROSCLEROSIS OF UNSPECIFIED TYPE OF VESSEL, NATIVE OR GRAFT",338.29,Cardiovascular_Disorders
714.0,729.5,1,RHEUMATOID ARTHRITIS,PAIN IN LIMB,Musculoskeletal_and_Connective_Tissue_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
692.9,714.0,1,"CONTACT DERMATITIS AND OTHER ECZEMA, DUE TO UNSPECIFIED CAUSE",RHEUMATOID ARTHRITIS,Other_Skin_and_Subcutaneous_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
269.2,702.0,1,UNSPECIFIED VITAMIN DEFICIENCY,ACTINIC KERATOSIS,Nutritional_Disorders,Skin_and_Subcutaneous_Disorders
300.4,579.3,1,DYSTHYMIC DISORDER,OTHER AND UNSPECIFIED POSTSURGICAL NONABSORPTION,Psychiatric_Disorders,Other_Digestive_System_Disorders
696.1,780.57,4,OTHER PSORIASIS,UNSPECIFIED SLEEP APNEA,Other_Skin_and_Subcutaneous_Disorders,Neurological_Disorders
702.0,733.0,1,ACTINIC KERATOSIS,"OSTEOPOROSIS, UNSPECIFIED",Skin_and_Subcutaneous_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
272.4,466.0,1,OTHER AND UNSPECIFIED HYPERLIPIDEMIA,ACUTE BRONCHITIS,Other_Nutritional_Disorders,Infectious_Disorders
216.9,414.0,1,"BENIGN NEOPLASM OF SKIN, SITE UNSPECIFIED","CORONARY ATHEROSCLEROSIS OF UNSPECIFIED TYPE OF VESSEL, NATIVE OR GRAFT",Benign_Neoplasms,Cardiovascular_Disorders
414.0,461.9,1,"CORONARY ATHEROSCLEROSIS OF UNSPECIFIED TYPE OF VESSEL, NATIVE OR GRAFT","ACUTE SINUSITIS, UNSPECIFIED",Cardiovascular_Disorders,Infectious_Disorders
268.9,333.94,1,UNSPECIFIED VITAMIN D DEFICIENCY,RESTLESS LEGS SYNDROME (RLS),Late_Effects_of_Ricketts,Neurological_Disorders
250.0,250.5,2,"TYPE II OR UNSPECIFIED TYPE DIABETES MELLITUS WITHOUT MENTION OF COMPLICATION, NOT STATED AS UNCONTROLLED","TYPE II OR UNSPECIFIED TYPE DIABETES MELLITUS WITH OPHTHALMIC MANIFESTATIONS, NOT STATED AS UNCONTROLLED",Endocrine_Disorders,Endocrine_Disorders
242.0,289.81,1,TOXIC DIFFUSE GOITER WITHOUT MENTION OF THYROTOXIC CRISIS OR STORM,PRIMARY HYPERCOAGULABLE STATE,Endocrine_Disorders,Other_Hematologic_Disorders
714.0,724.5,1,RHEUMATOID ARTHRITIS,"BACKACHE, UNSPECIFIED",Musculoskeletal_and_Connective_Tissue_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
340.0,367.9,2,MULTIPLE SCLEROSIS,UNSPECIFIED DISORDER OF REFRACTION AND ACCOMMODATION,Neurological_Disorders,Ent_and_Eye_Disorders
382.9,702.0,1,UNSPECIFIED OTITIS MEDIA,ACTINIC KERATOSIS,Infectious_Disorders,Skin_and_Subcutaneous_Disorders
242.0,414.0,1,TOXIC DIFFUSE GOITER WITHOUT MENTION OF THYROTOXIC CRISIS OR STORM,"CORONARY ATHEROSCLEROSIS OF UNSPECIFIED TYPE OF VESSEL, NATIVE OR GRAFT",Endocrine_Disorders,Cardiovascular_Disorders
305.1,496.0,1,TOBACCO USE DISORDER,"CHRONIC AIRWAY OBSTRUCTION, NOT ELSEWHERE CLASSIFIED",Substance_Abuse,Respiratory_Disorders
340.0,702.0,5,MULTIPLE SCLEROSIS,ACTINIC KERATOSIS,Neurological_Disorders,Skin_and_Subcutaneous_Disorders
250.01,357.2,3,"TYPE I (JUVENILE TYPE) DIABETES MELLITUS WITHOUT MENTION OF COMPLICATION, NOT STATED AS UNCONTROLLED",POLYNEUROPATHY IN DIABETES,Endocrine_Disorders,Neurological_Disorders
272.2,272.4,1,MIXED HYPERLIPIDEMIA,OTHER AND UNSPECIFIED HYPERLIPIDEMIA,Other_Nutritional_Disorders,Other_Nutritional_Disorders
340.0,362.51,2,MULTIPLE SCLEROSIS,NONEXUDATIVE SENILE MACULAR DEGENERATION OF RETINA,Neurological_Disorders,Ent_and_Eye_Disorders
695.3,696.1,2,ROSACEA,OTHER PSORIASIS,Other_Skin_and_Subcutaneous_Disorders,Other_Skin_and_Subcutaneous_Disorders
702.0,783.1,1,ACTINIC KERATOSIS,ABNORMAL WEIGHT GAIN,Skin_and_Subcutaneous_Disorders,Nutritional_Disorders
250.0,692.6,1,"TYPE II OR UNSPECIFIED TYPE DIABETES MELLITUS WITHOUT MENTION OF COMPLICATION, NOT STATED AS UNCONTROLLED",CONTACT DERMATITIS AND OTHER ECZEMA DUE TO PLANTS (EXCEPT FOOD),Endocrine_Disorders,Other_Skin_and_Subcutaneous_Disorders
250.01,466.0,3,"TYPE I (JUVENILE TYPE) DIABETES MELLITUS WITHOUT MENTION OF COMPLICATION, NOT STATED AS UNCONTROLLED",ACUTE BRONCHITIS,Endocrine_Disorders,Infectious_Disorders
401.9,496.0,1,UNSPECIFIED ESSENTIAL HYPERTENSION,"CHRONIC AIRWAY OBSTRUCTION, NOT ELSEWHERE CLASSIFIED",Cardiovascular_Disorders,Respiratory_Disorders
278.01,722.1,1,MORBID OBESITY,DISPLACEMENT OF LUMBAR INTERVERTEBRAL DISC WITHOUT MYELOPATHY,Nutritional_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
285.9,702.0,1,"ANEMIA, UNSPECIFIED",ACTINIC KERATOSIS,Hematologic_Disorders,Skin_and_Subcutaneous_Disorders
362.02,579.3,1,PROLIFERATIVE DIABETIC RETINOPATHY,OTHER AND UNSPECIFIED POSTSURGICAL NONABSORPTION,Ent_and_Eye_Disorders,Other_Digestive_System_Disorders
244.9,782.0,1,UNSPECIFIED HYPOTHYROIDISM,DISTURBANCE OF SKIN SENSATION,Endocrine_Disorders,Other_Skin_and_Subcutaneous_Disorders
244.9,314.0,1,UNSPECIFIED HYPOTHYROIDISM,ATTENTION DEFICIT DISORDER WITHOUT MENTION OF HYPERACTIVITY,Endocrine_Disorders,Psychiatric_Disorders
250.01,692.9,3,"TYPE I (JUVENILE TYPE) DIABETES MELLITUS WITHOUT MENTION OF COMPLICATION, NOT STATED AS UNCONTROLLED","CONTACT DERMATITIS AND OTHER ECZEMA, DUE TO UNSPECIFIED CAUSE",Endocrine_Disorders,Other_Skin_and_Subcutaneous_Disorders
332.0,702.0,1,PARALYSIS AGITANS,ACTINIC KERATOSIS,Neurological_Disorders,Skin_and_Subcutaneous_Disorders
585.4,714.0,1,"CHRONIC KIDNEY DISEASE, STAGE IV (SEVERE)",RHEUMATOID ARTHRITIS,Genitourinary_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
340.0,789.06,1,MULTIPLE SCLEROSIS,"ABDOMINAL PAIN, EPIGASTRIC",Neurological_Disorders,Other_Digestive_System_Disorders
428.2,696.1,1,UNSPECIFIED SYSTOLIC HEART FAILURE,OTHER PSORIASIS,Cardiovascular_Disorders,Other_Skin_and_Subcutaneous_Disorders
244.9,593.2,2,UNSPECIFIED HYPOTHYROIDISM,ACQUIRED CYST OF KIDNEY,Endocrine_Disorders,Genitourinary_Disorders
153.9,244.9,1,"MALIGNANT NEOPLASM OF COLON, UNSPECIFIED SITE",UNSPECIFIED HYPOTHYROIDISM,Neoplasms,Endocrine_Disorders
340.0,728.71,1,MULTIPLE SCLEROSIS,PLANTAR FASCIAL FIBROMATOSIS,Neurological_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
278.0,714.0,1,"OBESITY, UNSPECIFIED",RHEUMATOID ARTHRITIS,Nutritional_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
272.4,571.5,1,OTHER AND UNSPECIFIED HYPERLIPIDEMIA,CIRRHOSIS OF LIVER WITHOUT MENTION OF ALCOHOL,Other_Nutritional_Disorders,Digestive_System_Disorders
366.16,714.0,1,SENILE NUCLEAR SCLEROSIS,RHEUMATOID ARTHRITIS,Ent_and_Eye_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
311.0,579.3,1,"DEPRESSIVE DISORDER, NOT ELSEWHERE CLASSIFIED",OTHER AND UNSPECIFIED POSTSURGICAL NONABSORPTION,Psychiatric_Disorders,Other_Digestive_System_Disorders
340.0,783.1,1,MULTIPLE SCLEROSIS,ABNORMAL WEIGHT GAIN,Neurological_Disorders,Nutritional_Disorders
366.15,579.3,1,CORTICAL SENILE CATARACT,OTHER AND UNSPECIFIED POSTSURGICAL NONABSORPTION,Ent_and_Eye_Disorders,Other_Digestive_System_Disorders
250.0,428.0,1,"TYPE II OR UNSPECIFIED TYPE DIABETES MELLITUS WITHOUT MENTION OF COMPLICATION, NOT STATED AS UNCONTROLLED","CONGESTIVE HEART FAILURE, UNSPECIFIED",Endocrine_Disorders,Cardiovascular_Disorders
250.0,618.01,1,"TYPE II OR UNSPECIFIED TYPE DIABETES MELLITUS WITHOUT MENTION OF COMPLICATION, NOT STATED AS UNCONTROLLED","CYSTOCELE, MIDLINE",Endocrine_Disorders,Gynecological_Disorders
427.1,696.1,1,PAROXYSMAL VENTRICULAR TACHYCARDIA,OTHER PSORIASIS,Cardiovascular_Disorders,Other_Skin_and_Subcutaneous_Disorders
692.6,696.1,1,CONTACT DERMATITIS AND OTHER ECZEMA DUE TO PLANTS (EXCEPT FOOD),OTHER PSORIASIS,Other_Skin_and_Subcutaneous_Disorders,Other_Skin_and_Subcutaneous_Disorders
250.0,424.1,1,"TYPE II OR UNSPECIFIED TYPE DIABETES MELLITUS WITHOUT MENTION OF COMPLICATION, NOT STATED AS UNCONTROLLED",AORTIC VALVE DISORDERS,Endocrine_Disorders,Cardiovascular_Disorders
250.0,783.1,1,"TYPE II OR UNSPECIFIED TYPE DIABETES MELLITUS WITHOUT MENTION OF COMPLICATION, NOT STATED AS UNCONTROLLED",ABNORMAL WEIGHT GAIN,Endocrine_Disorders,Nutritional_Disorders
250.01,482.9,2,"TYPE I (JUVENILE TYPE) DIABETES MELLITUS WITHOUT MENTION OF COMPLICATION, NOT STATED AS UNCONTROLLED","BACTERIAL PNEUMONIA, UNSPECIFIED",Endocrine_Disorders,Infectious_Disorders
340.0,599.0,1,MULTIPLE SCLEROSIS,"URINARY TRACT INFECTION, SITE NOT SPECIFIED",Neurological_Disorders,Genitourinary_Disorders
244.9,726.2,1,UNSPECIFIED HYPOTHYROIDISM,"OTHER AFFECTIONS OF SHOULDER REGION, NOT ELSEWHERE CLASSIFIED",Endocrine_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
193.0,272.4,1,MALIGNANT NEOPLASM OF THYROID GLAND,OTHER AND UNSPECIFIED HYPERLIPIDEMIA,Neoplasms,Other_Nutritional_Disorders
250.0,715.94,1,"TYPE II OR UNSPECIFIED TYPE DIABETES MELLITUS WITHOUT MENTION OF COMPLICATION, NOT STATED AS UNCONTROLLED","OSTEOARTHROSIS, UNSPECIFIED WHETHER GENERALIZED OR LOCALIZED, HAND",Endocrine_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
278.01,786.09,1,MORBID OBESITY,OTHER DYSPNEA AND RESPIRATORY ABNORMALITY,Nutritional_Disorders,Cardiovascular_Disorders
244.9,496.0,3,UNSPECIFIED HYPOTHYROIDISM,"CHRONIC AIRWAY OBSTRUCTION, NOT ELSEWHERE CLASSIFIED",Endocrine_Disorders,Respiratory_Disorders
702.0,710.2,1,ACTINIC KERATOSIS,SICCA SYNDROME,Skin_and_Subcutaneous_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
250.01,789.07,2,"TYPE I (JUVENILE TYPE) DIABETES MELLITUS WITHOUT MENTION OF COMPLICATION, NOT STATED AS UNCONTROLLED","ABDOMINAL PAIN, GENERALIZED",Endocrine_Disorders,Other_Digestive_System_Disorders
300.4,340.0,1,DYSTHYMIC DISORDER,MULTIPLE SCLEROSIS,Psychiatric_Disorders,Neurological_Disorders
272.4,414.0,2,OTHER AND UNSPECIFIED HYPERLIPIDEMIA,"CORONARY ATHEROSCLEROSIS OF UNSPECIFIED TYPE OF VESSEL, NATIVE OR GRAFT",Other_Nutritional_Disorders,Cardiovascular_Disorders
173.3,340.0,1,UNSPECIFIED MALIGNANT NEOPLASM OF SKIN OF OTHER AND UNSPECIFIED PARTS OF FACE,MULTIPLE SCLEROSIS,Neoplasms,Neurological_Disorders
696.1,725.0,1,OTHER PSORIASIS,POLYMYALGIA RHEUMATICA,Other_Skin_and_Subcutaneous_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
250.0,719.47,1,"TYPE II OR UNSPECIFIED TYPE DIABETES MELLITUS WITHOUT MENTION OF COMPLICATION, NOT STATED AS UNCONTROLLED","PAIN IN JOINT, ANKLE AND FOOT",Endocrine_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
242.0,702.0,1,TOXIC DIFFUSE GOITER WITHOUT MENTION OF THYROTOXIC CRISIS OR STORM,ACTINIC KERATOSIS,Endocrine_Disorders,Skin_and_Subcutaneous_Disorders
300.0,696.1,1,"ANXIETY STATE, UNSPECIFIED",OTHER PSORIASIS,Psychiatric_Disorders,Other_Skin_and_Subcutaneous_Disorders
627.2,714.0,1,SYMPTOMATIC MENOPAUSAL OR FEMALE CLIMACTERIC STATES,RHEUMATOID ARTHRITIS,Gynecological_Disorders,Musculoskeletal_and_Connective_Tissue_Disorders
244.9,379.21,1,UNSPECIFIED HYPOTHYROIDISM,VITREOUS DEGENERATION,Endocrine_Disorders,Ent_and_Eye_Disorders
340.0,584.9,1,MULTIPLE SCLEROSIS,"ACUTE KIDNEY FAILURE, UNSPECIFIED",Neurological_Disorders,Genitourinary_Disorders
78.1,250.01,2,"VIRAL WARTS, UNSPECIFIED","TYPE I (JUVENILE TYPE) DIABETES MELLITUS WITHOUT MENTION OF COMPLICATION, NOT STATED AS UNCONTROLLED",Infectious_Disorders,Endocrine_Disorders
250.01,273.1,2,"TYPE I (JUVENILE TYPE) DIABETES MELLITUS WITHOUT MENTION OF COMPLICATION, NOT STATED AS UNCONTROLLED",MONOCLONAL PARAPROTEINEMIA,Endocrine_Disorders,Other_Nutritional_Disorders
244.9,402.9,1,UNSPECIFIED HYPOTHYROIDISM,UNSPECIFIED HYPERTENSIVE HEART DISEASE WITHOUT HEART FAILURE,Endocrine_Disorders,Cardiovascular_Disorders
366.1,579.3,1,"SENILE CATARACT, UNSPECIFIED",OTHER AND UNSPECIFIED POSTSURGICAL NONABSORPTION,Ent_and_Eye_Disorders,Other_Digestive_System_Disorders
